,acceptor,donor
72,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
73,CCCCCCOCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
74,CCCCCCOCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
75,CCCCCCOCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
76,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CCCC)CCCCCC)c9c8n(CC(CCCC)CCCCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
77,CCCCCCOCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCOCCCCCC)c%10n(CC(CCCC)CCCCCC)c9c8n(CC(CCCC)CCCCCC)c7c5CCOCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
78,CCCCCCOCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
79,CCCCCCOCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCOCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCOCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCOCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
80,CCCCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCCCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
81,CCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCCCCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
82,CCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCCCCCCCCC)c%10n(CC(CC)CCCC)c9c8n(CC(CC)CCCC)c7c5CCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
83,CCCCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCCCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
84,CCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCCCCCCCCC)c%14n(CC(CC)CCCC)c%13c%12n(CC(CC)CCCC)c%11c9CCCCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
85,CCCCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16ccccc%16C%15=C(C#N)C#N)c(CCCCCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCCCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
86,CCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(Cl)c(Cl)cc%12C%11=C(C#N)C#N)c(CCCCCCCCCC)c%10n(CC(CCCC)CCCCCC)c9c8n(CC(CCCC)CCCCCC)c7c5CCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
87,CCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c8c9nn(CC(CC)CCCC)nc9c9c%10sc(C=C%11C(=O)c%12cc(F)c(F)cc%12C%11=C(C#N)C#N)c(CCCCCCCCCC)c%10n(CC(CCCC)CCCCCC)c9c8n(CC(CCCC)CCCCCC)c7c5CCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
88,CCCCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(F)ccc%16C%15=C(C#N)C#N)c(CCCCCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCCCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
89,CCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9sc%11c%12c%13nn(CC(CC)CCCC)nc%13c%13c%14sc(C=C%15C(=O)c%16cc(Cl)ccc%16C%15=C(C#N)C#N)c(CCCCCCCCCC)c%14n(CC(CCCC)CCCCCC)c%13c%12n(CC(CCCC)CCCCCC)c%11c9CCCCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)c(CCCCCCCCCC)c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
90,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C=C3C(=O)c5cc(-c6ccc(-c7ccc8c(c7)C(=O)C(=Cc7cc9c(s7)-c7cc%10c(cc7C9(c7ccc(CCCCCC)cc7)c7ccc(CCCCCC)cc7)-c7sc(C=C9C(=O)c%11ccccc%11C9=C(C#N)C#N)cc7C%10(c7ccc(CCCCCC)cc7)c7ccc(CCCCCC)cc7)C8=C(C#N)C#N)s6)ccc5C3=C(C#N)C#N)sc2-4)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
91,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C=C5C(=O)c6cc(-c7ccc(-c8ccc9c(c8)C(=O)C(=Cc8cc%10c(s8)-c8cc%11c(cc8C%10(c8ccc(CCCCCC)cc8)c8ccc(CCCCCC)cc8)-c8sc(C=C%10C(=O)c%12cc(Cl)c(Cl)cc%12C%10=C(C#N)C#N)cc8C%11(c8ccc(CCCCCC)cc8)c8ccc(CCCCCC)cc8)C9=C(C#N)C#N)s7)ccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C=C3C(=O)c5cc(Cl)c(Cl)cc5C3=C(C#N)C#N)sc2-4)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
92,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C=C5C(=O)c6cc(-c7ccc(-c8ccc9c(c8)C(=O)C(=Cc8cc%10c(s8)-c8cc%11c(cc8C%10(c8ccc(CCCCCC)cc8)c8ccc(CCCCCC)cc8)-c8sc(C=C%10C(=O)c%12cc(F)c(F)cc%12C%10=C(C#N)C#N)cc8C%11(c8ccc(CCCCCC)cc8)c8ccc(CCCCCC)cc8)C9=C(C#N)C#N)s7)ccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C=C3C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)sc2-4)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
93,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C=C3C(=O)c5cc(-c6ccc(-c7ccc8c(c7)C(=O)C(=Cc7cc9c(s7)-c7cc%10c(cc7C9(c7ccc(CCCCCC)cc7)c7ccc(CCCCCC)cc7)-c7sc(C=C9C(=O)c%11cc(F)ccc%11C9=C(C#N)C#N)cc7C%10(c7ccc(CCCCCC)cc7)c7ccc(CCCCCC)cc7)C8=C(C#N)C#N)s6)ccc5C3=C(C#N)C#N)sc2-4)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
94,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C=C5C(=O)c6cc(Cl)ccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C=C3C(=O)c5cc(-c6ccc(-c7ccc8c(c7)C(=O)C(=Cc7cc9c(s7)-c7cc%10c(cc7C9(c7ccc(CCCCCC)cc7)c7ccc(CCCCCC)cc7)-c7sc(C=C9C(=O)c%11cc(Cl)ccc%11C9=C(C#N)C#N)cc7C%10(c7ccc(CCCCCC)cc7)c7ccc(CCCCCC)cc7)C8=C(C#N)C#N)s6)ccc5C3=C(C#N)C#N)sc2-4)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
95,CCCCCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15n[se]nc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19ccccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
