,acceptor,donor
96,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10n[se]nc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(Cl)c(Cl)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%10c9n(CC(CCCCCCCC)CCCCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
97,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10n[se]nc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(F)c(F)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%10c9n(CC(CCCCCCCC)CCCCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
98,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15n[se]nc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19cc(F)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
99,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15n[se]nc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19cc(Cl)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
100,CCCCCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19ccccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
101,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10nsnc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(Cl)c(Cl)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%10c9n(CC(CCCCCCCC)CCCCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
102,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10nsnc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(F)c(F)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCCCC)CCCCCCCCCC)c%10c9n(CC(CCCCCCCC)CCCCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
103,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19cc(F)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
104,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19cc(Cl)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
105,CCCCCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19ccccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCC)CCCCCCCC)c%15c%14n(CC(CCCCCC)CCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
106,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10nsnc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(Cl)c(Cl)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCC)CCCCCCCC)c%10c9n(CC(CCCCCC)CCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
107,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10nsnc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(F)c(F)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCC)CCCCCCCC)c%10c9n(CC(CCCCCC)CCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
108,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19cc(F)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCC)CCCCCCCC)c%15c%14n(CC(CCCCCC)CCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
109,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19cc(Cl)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCC)CCCCCCCC)c%15c%14n(CC(CCCCCC)CCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
110,CCCCCCCCCCCc1c(C=C2C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15n[se]nc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19ccccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCC)CCCCCCCC)c%15c%14n(CC(CCCCCC)CCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
111,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10n[se]nc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(Cl)c(Cl)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCC)CCCCCCCC)c%10c9n(CC(CCCCCC)CCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
112,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(-c4ccc(-c5ccc6c(c5)C(=O)C(=Cc5sc7c(sc8c9c%10n[se]nc%10c%10c%11sc%12c(CCCCCCCCCCC)c(C=C%13C(=O)c%14cc(F)c(F)cc%14C%13=C(C#N)C#N)sc%12c%11n(CC(CCCCCC)CCCCCCCC)c%10c9n(CC(CCCCCC)CCCCCCCC)c78)c5CCCCCCCCCCC)C6=C(C#N)C#N)s4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
113,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15n[se]nc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19cc(F)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCC)CCCCCCCC)c%15c%14n(CC(CCCCCC)CCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
114,CCCCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4n[se]nc4c4c5sc6c(CCCCCCCCCCC)c(C=C7C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)C(=Cc%10sc%12c(sc%13c%14c%15n[se]nc%15c%15c%16sc%17c(CCCCCCCCCCC)c(C=C%18C(=O)c%19cc(Cl)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCC)CCCCCCCC)c%15c%14n(CC(CCCCCC)CCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
115,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(-c6ccc(-c7ccc8c(c7)C(=O)C(=Cc7cc9sc%10c(c9s7)C(c7ccc(CCCCCC)cc7)(c7ccc(CCCCCC)cc7)c7cc9c(cc7-%10)C(c7ccc(CCCCCC)cc7)(c7ccc(CCCCCC)cc7)c7c-9sc9cc(C=C%10C(=O)c%11ccccc%11C%10=C(C#N)C#N)sc79)C8=C(C#N)C#N)s6)ccc5C4=C(C#N)C#N)sc23)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
116,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9cc%11sc%12c(c%11s9)C(c9ccc(CCCCCC)cc9)(c9ccc(CCCCCC)cc9)c9cc%11c(cc9-%12)C(c9ccc(CCCCCC)cc9)(c9ccc(CCCCCC)cc9)c9c-%11sc%11cc(C=C%12C(=O)c%13cc(Cl)c(Cl)cc%13C%12=C(C#N)C#N)sc9%11)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
117,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(-c8ccc(-c9ccc%10c(c9)C(=O)C(=Cc9cc%11sc%12c(c%11s9)C(c9ccc(CCCCCC)cc9)(c9ccc(CCCCCC)cc9)c9cc%11c(cc9-%12)C(c9ccc(CCCCCC)cc9)(c9ccc(CCCCCC)cc9)c9c-%11sc%11cc(C=C%12C(=O)c%13cc(F)c(F)cc%13C%12=C(C#N)C#N)sc9%11)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
118,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(-c6ccc(-c7ccc8c(c7)C(=O)C(=Cc7cc9sc%10c(c9s7)C(c7ccc(CCCCCC)cc7)(c7ccc(CCCCCC)cc7)c7cc9c(cc7-%10)C(c7ccc(CCCCCC)cc7)(c7ccc(CCCCCC)cc7)c7c-9sc9cc(C=C%10C(=O)c%11cc(F)ccc%11C%10=C(C#N)C#N)sc79)C8=C(C#N)C#N)s6)ccc5C4=C(C#N)C#N)sc23)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
119,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Cl)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(-c6ccc(-c7ccc8c(c7)C(=O)C(=Cc7cc9sc%10c(c9s7)C(c7ccc(CCCCCC)cc7)(c7ccc(CCCCCC)cc7)c7cc9c(cc7-%10)C(c7ccc(CCCCCC)cc7)(c7ccc(CCCCCC)cc7)c7c-9sc9cc(C=C%10C(=O)c%11cc(Cl)ccc%11C%10=C(C#N)C#N)sc79)C8=C(C#N)C#N)s6)ccc5C4=C(C#N)C#N)sc23)cc1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F
